GENE	0hr	1hr	3hr	24hr
chr1:223745796-223745826	0.00283932	0.0840021	0.0967748	0.156779
chr1:224028500-224028530	0.198753	0.00210005	0.0387099	0.0482398
chr1:224928523-224928553	0.255539	0.0630016	0.0019355	0.0723597
chr1:225242737-225242767	0.227146	0.00210005	0.0019355	0.0241199
chr1:225508576-225508606	0.283932	0.168004	0.0387099	0.144719
chr1:226093130-226093160	0.0851797	0.315008	0.19355	0.120599
chr1:226398777-226398807	0.283932	0.0630016	0.019355	0.0361798
chr1:227437870-227437900	0.141966	0.273007	0.174195	0.217079
chr1:228074032-228074062	0.0567865	0.315008	0.0774198	0.0723597
chr1:228085885-228085915	0.00283932	0.210005	0.0387099	0.120599
chr1:229052423-229052453	0.255539	0.042001	0.019355	0.0361798
chr1:229286549-229286579	0.00283932	0.126003	0.0580649	0.168839
chr1:229489019-229489049	0.227146	0.042001	0.0387099	0.0120599
chr1:231682827-231682857	0.227146	0.042001	0.019355	0.0241199
chr1:232046659-232046689	0.227146	0.105003	0.0387099	0.120599
chr1:232643416-232643446	0.00283932	0.126003	0.0387099	0.168839
chr1:233261360-233261390	0.00283932	0.0840021	0.135485	0.192959
chr1:233321936-233321966	0.198753	0.042001	0.0019355	0.0964795
chr1:234147320-234147350	0.198753	0.0210005	0.0387099	0.0602997
chr1:234212887-234212917	0.0283932	0.126003	0.19355	0.192959
chr1:234659715-234659745	0.0567865	0.252006	0.19355	0.313559
chr1:234693623-234693653	0.170359	0.042001	0.0387099	0.0241199
chr1:234772427-234772457	0.00283932	0.042001	0.0387099	0.192959
chr1:234844486-234844516	0.00283932	0.0840021	0.174195	0.0361798
chr1:234861394-234861424	0.00283932	0.126003	0.0967748	0.192959
chr1:234975133-234975163	0.227146	0.042001	0.0774198	0.0602997
chr1:235247275-235247305	0.227146	0.0210005	0.019355	0.0482398
chr1:235330973-235331003	0.198753	0.00210005	0.019355	0.0602997
chr1:235624774-235624804	0.00283932	0.252006	0.135485	0.192959
chr1:235843579-235843609	0.539471	0.39901	0.15484	0.241199
chr1:235871445-235871475	0.198753	0.00210005	0.019355	0.0241199
chr1:235910754-235910784	0.227146	0.105003	0.0019355	0.108539
chr1:238307128-238307158	0.255539	0.0210005	0.019355	0.0361798
chr1:240069608-240069638	0.255539	0.0210005	0.0019355	0.0482398
chr1:240160376-240160406	0.198753	0.0210005	0.0580649	0.0844196
chr1:241159213-241159243	0.170359	0.042001	0.019355	0.00120599
chr1:244426687-244426717	0.198753	0.0840021	0.0019355	0.0120599
chr1:244635515-244635545	0.198753	0.042001	0.019355	0.0120599
chr1:244815770-244815800	0.0851797	0.336008	0.0967748	0.325618
chr1:245048636-245048666	0.198753	0.042001	0.0387099	0.0241199
chr1:246218964-246218994	0.00283932	0.0630016	0.174195	0.0723597
chr1:246320512-246320542	0.283932	0.042001	0.0967748	0.156779
chr1:246474079-246474109	0.227146	0.00210005	0.0387099	0.0482398
chr10:237874-237904	0.198753	0.0210005	0.019355	0.0361798
chr10:398733-398763	0.198753	0.0210005	0.0387099	0.0964795
chr10:501150-501180	0.00283932	0.210005	0.0774198	0.192959
chr10:554312-554342	0.312325	0.0840021	0.0967748	0.156779
chr10:997078-997108	0.198753	0.0210005	0.019355	0.0844196
chr10:1093450-1093480	0.227146	0.126003	0.0019355	0.108539
chr10:1137275-1137305	0.0283932	0.168004	0.0774198	0.0482398
chr10:1211835-1211865	0.198753	0.00210005	0.0580649	0.0602997
chr10:2941355-2941385	0.198753	0.0210005	0.019355	0.0361798
chr10:2968623-2968653	0.00283932	0.210005	0.0019355	0.0361798
chr10:3131020-3131050	0.255539	0.105003	0.0387099	0.120599
chr10:3248744-3248774	0.0567865	0.0840021	0.0967748	0.253259
chr10:3384914-3384944	0.170359	0.042001	0.0387099	0.0361798
chr10:3530770-3530800	0.198753	0.042001	0.019355	0.0361798
chr10:3548864-3548894	0.0283932	0.273007	0.11613	0.217079
chr10:3565293-3565323	0.0283932	0.189005	0.0580649	0.0723597
chr10:3795502-3795532	0.198753	0.042001	0.019355	0.0120599
chr10:3954088-3954118	0.255539	0.0630016	0.0387099	0.0844196
chr10:3967769-3967799	0.255539	0.0210005	0.0387099	0.0241199
chr10:4111973-4112003	0.227146	0.042001	0.0967748	0.0482398
chr10:4183915-4183945	0.0283932	0.105003	0.19355	0.156779
chr10:4267548-4267578	0.369112	0.252006	0.0774198	0.530637
chr10:4814909-4814939	0.227146	0.00210005	0.0019355	0.0602997
chr10:5294249-5294279	0.170359	0.126003	0.0019355	0.108539
chr10:5413981-5414011	0.0567865	0.0630016	0.212905	0.156779
chr10:5581361-5581391	0.227146	0.0630016	0.0387099	0.0964795
chr10:5958227-5958257	0.0283932	0.126003	0.270969	0.144719
chr10:5971382-5971412	0.0567865	0.147004	0.11613	0.277379
chr10:6135815-6135845	0.227146	0.105003	0.0387099	0.0602997
chr10:6244842-6244872	0.00283932	0.231006	0.0580649	0.0241199
chr10:6248777-6248807	0.198753	0.042001	0.019355	0.0361798
chr10:6276586-6276616	0.00283932	0.042001	0.212905	0.0482398
chr10:6305097-6305127	0.227146	0.042001	0.0019355	0.0723597
chr10:6390386-6390416	0.198753	0.0210005	0.0580649	0.0602997
chr10:6576951-6576981	0.198753	0.0630016	0.0019355	0.0602997
chr10:7785898-7785928	0.340719	0.105003	0.0580649	0.0844196
chr10:7861498-7861528	0.255539	0.0210005	0.0967748	0.0844196
chr10:7956670-7956700	0.00283932	0.252006	0.135485	0.253259
chr10:8760186-8760216	0.255539	0.042001	0.0019355	0.0602997
chr10:10502490-10502520	0.113573	0.168004	0.290324	0.253259
chr10:10791683-10791713	0.227146	0.00210005	0.0967748	0.0361798
chr10:10848147-10848177	0.198753	0.00210005	0.0387099	0.0723597
chr10:11044664-11044694	0.255539	0.042001	0.0967748	0.0723597
chr10:11146301-11146331	0.198753	0.0630016	0.0580649	0.0482398
chr10:11235482-11235512	0.0283932	0.168004	0.15484	0.0723597
chr10:11450463-11450493	0.0283932	0.0840021	0.212905	0.120599
chr10:11686077-11686107	0.0851797	0.210005	0.0774198	0.0602997
chr10:11897256-11897286	0.255539	0.105003	0.135485	0.0241199
chr10:12009260-12009290	0.340719	0.0210005	0.019355	0.0602997
chr10:12036355-12036385	0.170359	0.0210005	0.019355	0.0602997
chr10:13100865-13100895	0.00283932	0.126003	0.0580649	0.156779
chr10:13165401-13165431	0.0283932	0.210005	0.0774198	0.0964795
chr10:13589492-13589522	0.0283932	0.126003	0.135485	0.229139
chr10:13642614-13642644	0.198753	0.0630016	0.019355	0.0844196
chr10:14244585-14244615	0.198753	0.042001	0.019355	0.108539
chr10:14405225-14405255	0.227146	0.0210005	0.0387099	0.0120599
chr10:14507438-14507468	0.198753	0.042001	0.0019355	0.0602997
chr10:14803949-14803979	0.198753	0.0210005	0.0774198	0.0723597
chr10:14826559-14826589	0.00283932	0.189005	0.0580649	0.0964795
chr10:14972068-14972098	0.0567865	0.315008	0.232259	0.192959
chr10:15044048-15044078	0.255539	0.042001	0.0967748	0.0482398
chr10:15108781-15108811	0.255539	0.00210005	0.0774198	0.0723597
chr10:15204939-15204969	0.170359	0.0210005	0.0019355	0.0120599
chr10:15433239-15433269	0.227146	0.042001	0.0387099	0.00120599
chr10:15589226-15589256	0.198753	0.0630016	0.0387099	0.0361798
chr10:15780359-15780389	0.198753	0.042001	0.0580649	0.0241199
chr10:16712261-16712291	0.255539	0.00210005	0.0387099	0.0361798
chr10:16899852-16899882	0.113573	0.273007	0.290324	0.337678
chr10:16926729-16926759	0.198753	0.042001	0.0019355	0.0723597
chr10:16983142-16983172	0.00283932	0.042001	0.174195	0.0361798
chr10:16983858-16983888	0.170359	0.0210005	0.019355	0.0241199
chr10:17056991-17057021	0.0283932	0.252006	0.0967748	0.132659
chr10:17156907-17156937	0.198753	0.00210005	0.135485	0.0723597
chr10:17249935-17249965	0.00283932	0.210005	0.135485	0.265319
chr10:17526506-17526536	0.00283932	0.042001	0.19355	0.120599
chr10:17650233-17650263	0.170359	0.0210005	0.019355	0.0241199
chr10:18019697-18019727	0.227146	0.042001	0.0387099	0.0482398
chr10:18966443-18966473	0.170359	0.042001	0.0019355	0.0844196
chr10:19675161-19675191	0.198753	0.042001	0.019355	0.0120599
chr10:20640477-20640507	0.198753	0.00210005	0.0019355	0.0120599
chr10:21473234-21473264	0.198753	0.00210005	0.0580649	0.0120599
chr10:21520220-21520250	0.283932	0.126003	0.0774198	0.156779
chr10:21863810-21863840	0.198753	0.00210005	0.0387099	0.0241199
chr10:21921599-21921629	0.255539	0.0210005	0.0967748	0.0482398
chr10:22172810-22172840	0.198753	0.042001	0.0387099	0.0361798
chr10:22615598-22615628	0.170359	0.042001	0.0019355	0.0602997
chr10:22642551-22642581	0.00283932	0.210005	0.0967748	0.0964795
chr10:22721112-22721142	0.255539	0.042001	0.0967748	0.144719
chr10:22739262-22739292	0.255539	0.042001	0.0774198	0.0482398
chr10:22925225-22925255	0.0283932	0.0630016	0.19355	0.0964795
chr10:22946577-22946607	0.198753	0.0630016	0.0967748	0.0602997
chr10:23285607-23285637	0.198753	0.0840021	0.0019355	0.0723597
chr10:23706610-23706640	0.198753	0.00210005	0.0774198	0.0361798
chr10:24451189-24451219	0.0283932	0.231006	0.0387099	0.0361798
chr10:24626909-24626939	0.227146	0.042001	0.0387099	0.0844196
chr10:24676824-24676854	0.170359	0.00210005	0.0387099	0.0361798
chr10:24864843-24864873	0.170359	0.0630016	0.0019355	0.0723597
chr10:25133234-25133264	0.198753	0.042001	0.0387099	0.0241199
chr10:26461298-26461328	0.227146	0.0840021	0.0387099	0.0361798
chr10:26708527-26708557	0.00283932	0.0210005	0.174195	0.0241199
chr10:26717621-26717651	0.00283932	0.0210005	0.174195	0.0723597
chr10:26882168-26882198	0.454292	0.357009	0.135485	0.361798
chr10:27053754-27053784	0.198753	0.00210005	0.0967748	0.00120599
chr10:27129414-27129444	0.198753	0.0210005	0.019355	0.0361798
chr10:27178592-27178622	0.227146	0.0210005	0.0580649	0.0241199
chr10:27178683-27178713	0.198753	0.0210005	0.0580649	0.132659
chr10:27204235-27204265	0.198753	0.042001	0.0019355	0.0120599
chr10:27220707-27220737	0.198753	0.00210005	0.0387099	0.0361798
chr10:27229982-27230012	0.198753	0.0840021	0.174195	0.0241199
chr10:27262411-27262441	0.227146	0.042001	0.019355	0.0723597
chr10:27269602-27269632	0.227146	0.00210005	0.0774198	0.0844196
chr10:27489081-27489111	0.198753	0.0840021	0.0580649	0.0361798
chr10:27820423-27820453	0.0567865	0.273007	0.19355	0.229139
chr10:28021775-28021805	0.0567865	0.273007	0.135485	0.337678
chr10:28035288-28035318	0.255539	0.0210005	0.0580649	0.0602997
chr10:28148476-28148506	0.198753	0.0210005	0.0580649	0.108539
chr10:28368265-28368295	0.0283932	0.189005	0.0387099	0.108539
chr10:28410990-28411020	0.00283932	0.168004	0.270969	0.108539
chr10:29318316-29318346	0.00283932	0.042001	0.174195	0.108539
chr10:29445621-29445651	0.0567865	0.357009	0.251614	0.217079
chr10:29475448-29475478	0.198753	0.042001	0.019355	0.0723597
chr10:29690089-29690119	0.227146	0.0210005	0.0580649	0.0723597
chr10:29939477-29939507	0.283932	0.105003	0.019355	0.0844196
chr10:29949584-29949614	0.0283932	0.105003	0.0387099	0.253259
chr10:30002601-30002631	0.255539	0.189005	0.0774198	0.229139
chr10:30080275-30080305	0.170359	0.105003	0.0387099	0.0361798
chr10:30186732-30186762	0.00283932	0.189005	0.0387099	0.132659
chr10:30981944-30981974	0.255539	0.0630016	0.0967748	0.0361798
chr10:31147423-31147453	0.00283932	0.210005	0.174195	0.253259
chr10:31170601-31170631	0.170359	0.00210005	0.0019355	0.0602997
chr10:31174277-31174307	0.227146	0.0210005	0.019355	0.0964795
chr10:31264935-31264965	0.198753	0.105003	0.0387099	0.0361798
chr10:31298662-31298692	0.227146	0.042001	0.0387099	0.0723597
chr10:31367823-31367853	0.227146	0.042001	0.0967748	0.0482398
chr10:31520601-31520631	0.198753	0.042001	0.0019355	0.0361798
chr10:32013827-32013857	0.227146	0.042001	0.0580649	0.108539
chr10:32019609-32019639	0.00283932	0.126003	0.19355	0.0482398
chr10:32079583-32079613	0.198753	0.042001	0.0580649	0.0723597
chr10:32256813-32256843	0.369112	0.147004	0.232259	0.361798
chr10:32290047-32290077	0.283932	0.042001	0.19355	0.0844196
chr10:32315488-32315518	0.198753	0.00210005	0.019355	0.0723597
chr10:32364702-32364732	0.00283932	0.231006	0.0774198	0.0964795
chr10:32450942-32450972	0.198753	0.00210005	0.0580649	0.0241199
chr10:33023580-33023610	0.198753	0.0210005	0.0967748	0.0844196
chr10:33116356-33116386	0.0283932	0.231006	0.19355	0.289439
chr10:33217994-33218024	0.255539	0.0630016	0.0580649	0.120599
chr10:33282465-33282495	0.227146	0.042001	0.0387099	0.0241199
chr10:33352297-33352327	0.113573	0.168004	0.251614	0.361798
chr10:34466846-34466876	0.227146	0.0840021	0.019355	0.0361798
chr10:34569991-34570021	0.255539	0.00210005	0.0774198	0.0723597
chr10:34724729-34724759	0.170359	0.00210005	0.019355	0.0361798
chr10:35105795-35105825	0.227146	0.042001	0.019355	0.0241199
chr10:35162408-35162438	0.255539	0.0210005	0.0387099	0.0723597
chr10:35347454-35347484	0.255539	0.042001	0.0580649	0.0964795
chr10:35496005-35496035	0.170359	0.00210005	0.0967748	0.132659
chr10:35751596-35751626	0.00283932	0.210005	0.11613	0.0482398
chr10:36340394-36340424	0.227146	0.042001	0.019355	0.0361798
chr10:36606379-36606409	0.0567865	0.336008	0.0967748	0.337678
chr10:41875441-41875471	1.2777	0.987025	0.987103	0.554757
chr10:41883164-41883194	0.823404	0.441011	0.406454	0.313559
chr10:42070567-42070597	2.07271	1.32303	1.52904	1.06127
chr10:42080003-42080033	0.227146	0.147004	0.0774198	0.0482398
chr10:42084925-42084955	0.227146	0.105003	0.135485	0.0482398
chr10:42597494-42597524	0.198753	0.0630016	0.0019355	0.0723597
chr10:43139175-43139205	0.255539	0.105003	0.11613	0.0241199
chr10:43190744-43190774	0.227146	0.0210005	0.0774198	0.108539
chr10:43388576-43388606	0.00283932	0.0210005	0.212905	0.0482398
chr10:43691636-43691666	0.00283932	0.0630016	0.0387099	0.168839
chr10:43857594-43857624	0.00283932	0.0840021	0.15484	0.0482398
chr10:44820764-44820794	0.00283932	0.147004	0.19355	0.180899
chr10:44822545-44822575	0.198753	0.042001	0.0580649	0.0241199
chr10:44966868-44966898	0.0283932	0.00210005	0.174195	0.0964795
chr10:45676118-45676148	0.198753	0.00210005	0.0774198	0.0723597
chr10:45921235-45921265	0.198753	0.00210005	0.0967748	0.0482398
chr10:45935123-45935153	0.198753	0.0210005	0.0580649	0.0241199
chr10:45993737-45993767	0.255539	0.00210005	0.0387099	0.0482398
chr10:47210796-47210826	0.00283932	0.168004	0.0774198	0.0602997
chr10:47391826-47391856	0.198753	0.0210005	0.0019355	0.0361798
chr10:48670629-48670659	0.00283932	0.168004	0.0387099	0.0361798
chr10:48939642-48939672	0.198753	0.00210005	0.019355	0.0241199
chr10:49343434-49343464	0.198753	0.042001	0.0019355	0.0602997
chr10:49379789-49379819	0.227146	0.105003	0.135485	0.0241199
chr10:49444995-49445025	0.198753	0.0840021	0.0967748	0.0241199
chr10:49727621-49727651	0.198753	0.00210005	0.11613	0.0120599
chr10:50536895-50536925	0.00283932	0.168004	0.19355	0.192959
chr10:51104091-51104121	0.0283932	0.168004	0.232259	0.0723597
chr10:51108052-51108082	0.170359	0.0210005	0.019355	0.0361798
chr10:51264406-51264436	0.227146	0.00210005	0.0019355	0.0241199
chr10:51282389-51282419	0.227146	0.0210005	0.019355	0.0241199
chr10:51468485-51468515	0.0283932	0.168004	0.174195	0.217079
chr10:51475580-51475610	0.170359	0.0630016	0.019355	0.0241199
chr10:52172822-52172852	0.0283932	0.231006	0.0774198	0.0844196
chr10:52304494-52304524	0.227146	0.042001	0.019355	0.0602997
chr10:52618732-52618762	0.227146	0.042001	0.0387099	0.0602997
chr10:53066873-53066903	0.00283932	0.210005	0.0580649	0.0723597
chr10:53410460-53410490	0.198753	0.0210005	0.11613	0.0361798
chr10:53559416-53559446	0.198753	0.0210005	0.0387099	0.0120599
chr10:53576888-53576918	0.255539	0.0210005	0.0580649	0.0361798
chr10:54427883-54427913	0.198753	0.00210005	0.0387099	0.0602997
chr10:54930739-54930769	0.0283932	0.231006	0.0774198	0.0361798
chr10:55101806-55101836	0.198753	0.0210005	0.0387099	0.0844196
chr10:55332255-55332285	0.00283932	0.210005	0.0387099	0.0964795
chr10:55456328-55456358	0.227146	0.00210005	0.0019355	0.0482398
chr10:56600711-56600741	0.0283932	0.0210005	0.19355	0.0361798
chr10:58368015-58368045	0.198753	0.0210005	0.0387099	0.0482398
chr10:58489989-58490019	0.170359	0.0840021	0.0387099	0.00120599
chr10:59830188-59830218	0.170359	0.147004	0.0387099	0.0844196
chr10:59862690-59862720	0.198753	0.00210005	0.0387099	0.0361798
chr10:60160252-60160282	0.255539	0.0210005	0.019355	0.0120599
chr10:60365174-60365204	0.227146	0.00210005	0.0580649	0.0241199
chr10:60448396-60448426	0.283932	0.0630016	0.019355	0.0602997
chr10:60811034-60811064	0.0283932	0.231006	0.0774198	0.0361798
chr10:60931632-60931662	0.283932	0.0210005	0.019355	0.0361798
chr10:60964665-60964695	0.0851797	0.231006	0.212905	0.349738
chr10:61042762-61042792	0.198753	0.0210005	0.0019355	0.0361798
chr10:61059721-61059751	0.00283932	0.147004	0.174195	0.0602997
chr10:61526139-61526169	0.227146	0.00210005	0.0387099	0.0602997
chr10:61589726-61589756	0.0851797	0.126003	0.0580649	0.229139
chr10:61633774-61633804	0.00283932	0.126003	0.212905	0.0964795
chr10:61752197-61752227	0.00283932	0.294007	0.19355	0.132659
chr10:62057214-62057244	0.0283932	0.0630016	0.174195	0.0602997
chr10:62153647-62153677	0.0283932	0.210005	0.0580649	0.0602997
chr10:62171919-62171949	0.0283932	0.042001	0.19355	0.156779
chr10:62264938-62264968	0.141966	0.273007	0.309679	0.361798
chr10:62337773-62337803	0.198753	0.0210005	0.0967748	0.0361798
chr10:62398988-62399018	0.198753	0.0630016	0.0019355	0.0482398
chr10:62599633-62599663	0.227146	0.0210005	0.019355	0.0361798
chr10:62766216-62766246	0.227146	0.0210005	0.0774198	0.0964795
chr10:62972265-62972295	0.00283932	0.294007	0.174195	0.168839
chr10:63014366-63014396	0.198753	0.00210005	0.11613	0.0482398
chr10:63499710-63499740	0.198753	0.00210005	0.0580649	0.0361798
chr10:63518292-63518322	0.198753	0.0630016	0.0387099	0.0844196
chr10:63551009-63551039	0.198753	0.0210005	0.0387099	0.0361798
chr10:63588614-63588644	0.00283932	0.0840021	0.174195	0.217079
chr10:63646532-63646562	0.255539	0.042001	0.0580649	0.108539
chr10:63756259-63756289	0.255539	0.126003	0.019355	0.0482398
chr10:63773197-63773227	0.0283932	0.231006	0.11613	0.120599
chr10:63801651-63801681	0.227146	0.105003	0.0580649	0.0361798
chr10:64062925-64062955	0.227146	0.00210005	0.0387099	0.0844196
chr10:64978118-64978148	0.0283932	0.168004	0.19355	0.361798
chr10:65228802-65228832	0.227146	0.0210005	0.019355	0.0361798
chr10:65415856-65415886	0.255539	0.105003	0.0967748	0.0361798
chr10:65801282-65801312	0.227146	0.00210005	0.0019355	0.0602997
chr10:66657525-66657555	0.170359	0.042001	0.0019355	0.0241199
chr10:67670125-67670155	0.0283932	0.210005	0.0774198	0.180899
chr10:67838208-67838238	0.0567865	0.0630016	0.174195	0.205019
chr10:67882356-67882386	0.0851797	0.126003	0.0019355	0.180899
chr10:68012912-68012942	0.198753	0.042001	0.0387099	0.0120599
chr10:68161715-68161745	0.255539	0.042001	0.0774198	0.0482398
chr10:68752415-68752445	0.227146	0.0210005	0.0387099	0.0723597
chr10:69129200-69129230	0.198753	0.105003	0.0387099	0.0723597
chr10:69217290-69217320	0.0567865	0.126003	0.174195	0.265319
chr10:69278221-69278251	0.00283932	0.126003	0.19355	0.156779
chr10:69488077-69488107	0.227146	0.0210005	0.0580649	0.0723597
chr10:69706620-69706650	0.00283932	0.042001	0.174195	0.0120599
chr10:69715796-69715826	0.00283932	0.0630016	0.0387099	0.192959
chr10:70004155-70004185	0.00283932	0.189005	0.11613	0.0482398
chr10:70201869-70201899	0.255539	0.0630016	0.0580649	0.0602997
chr10:70276407-70276437	0.0283932	0.168004	0.11613	0.192959
chr10:70518920-70518950	0.00283932	0.105003	0.0580649	0.168839
chr10:70542669-70542699	0.0283932	0.0840021	0.174195	0.241199
chr10:70656731-70656761	0.0283932	0.189005	0.0387099	0.0602997
chr10:70864086-70864116	0.198753	0.042001	0.0387099	0.00120599
chr10:71112656-71112686	0.0283932	0.210005	0.0967748	0.168839
chr10:71264582-71264612	0.0567865	0.147004	0.0774198	0.253259
chr10:71792919-71792949	0.00283932	0.105003	0.11613	0.217079
chr10:72009497-72009527	0.227146	0.00210005	0.0580649	0.0602997
chr10:72124293-72124323	0.198753	0.042001	0.0019355	0.0723597
chr10:72273933-72273963	0.227146	0.168004	0.019355	0.217079
chr10:72299414-72299444	0.198753	0.0210005	0.0019355	0.0602997
chr10:72612467-72612497	0.0283932	0.168004	0.135485	0.205019
